;0;1;2;3;4;5;6;7;8
0;1.0;0.9999999999999999;0.9999999999999999;0.9682149457199838;0.9554633999096221;0.9706962317023184;0.9568138303083048;0.9682311273471348;0.9495528899161363
1;1.0;1.0000000000000002;0.9999999999999999;0.9667138404288885;0.9555698885812349;0.9696226659504479;0.9534434592774826;0.9655346677981;0.9449827747796931
2;1.0;0.9999999999999999;1.0;0.964806294274715;0.9524527595950796;0.9674164125613619;0.9498745654294461;0.9632507299704441;0.9424471552577126
3;1.0;1.0000000000000002;0.9999999999999999;0.9671229505816397;0.953420118261036;0.968626988993073;0.9525431100324416;0.9659037472911891;0.948021235533499
4;1.0;1.0;1.0000000000000002;0.9643325976269478;0.9521101430291746;0.9669828884317984;0.9488811213095599;0.9630733594973506;0.9417315795431201
5;1.0;0.9999999999999999;0.9999999999999999;0.9707546068343106;0.9590209562149847;0.9716536447475297;0.9563555764066626;0.9691785528978286;0.9530946074598559
6;1.0;0.9999999999999999;0.9999999999999998;0.9680702879239218;0.9548501248185092;0.9699765831631272;0.9552285414462441;0.9678115993627028;0.9496539046237644
7;1.0;1.0;1.0000000000000002;0.9693271873612584;0.9571797667904505;0.9716644296140348;0.9579557694906923;0.9693260578171995;0.9510922945156394
8;1.0;0.9999999999999998;1.0;0.9666718531306854;0.9536561490591632;0.9684109944245022;0.9515478448479525;0.9653189544869516;0.9467933073883282
9;1.0;1.0;0.9999999999999999;0.9679624942485328;0.955073581061325;0.9698154712991991;0.9545351265540447;0.9669508311824444;0.9489408701876707
10;1.0;0.9999999999999999;0.9999999999999999;0.9682374756495941;0.9577158972188945;0.9705174484125553;0.9538593021004727;0.9663731735251959;0.9471798248580433
11;1.0;1.0;0.9999999999999999;0.9662387284945327;0.953115780196664;0.968632062926131;0.9529442575847332;0.9655935384007905;0.9456754312867802
12;1.0;0.9999999999999999;1.0000000000000002;0.9656277323895416;0.9542828990804708;0.9681909759016261;0.9504885913949567;0.9634643802101879;0.9428395535927597
13;1.0;0.9999999999999999;0.9999999999999999;0.9689623677376761;0.9578258248772628;0.969820745600544;0.9518047648884421;0.9660522305158454;0.948935724337425
14;1.0;0.9999999999999999;1.0;0.966584655294531;0.9557988682949254;0.9697889597025191;0.9535542495415124;0.9653090800770591;0.9443917288815572
15;1.0;1.0;0.9999999999999999;0.9667302029005058;0.9545990589291601;0.9687604218919806;0.9518134116699113;0.9651160626111037;0.9459293300720019
16;1.0;0.9999999999999999;1.0;0.9689540130312967;0.9562746577524031;0.9689437396899416;0.9506690716334454;0.9666949767315469;0.9509599698827061
17;1.0;1.0000000000000002;1.0;0.9697299991474673;0.9584652951110273;0.9711609615943729;0.9550437184957049;0.9683498557056927;0.9511143812132093
18;1.0;0.9999999999999999;1.0;0.9661457710655268;0.9510425324609183;0.9676687935594717;0.9520478458862638;0.9664151413524737;0.9483251906989485
19;1.0;1.0000000000000002;1.0;0.9662450576793961;0.9538772050610863;0.9668396878373466;0.9468402863589378;0.9634820799288862;0.9452742737430618
20;1.0;0.9999999999999998;1.0;0.9645027253568305;0.9527990212106626;0.9671052015703313;0.9485839997111003;0.9627114891715205;0.9412418176627853
21;1.0;0.9999999999999999;0.9999999999999999;0.9661326950585589;0.9539299331430506;0.9685069557483477;0.9521583318470469;0.9647573288107074;0.9443204514330145
22;1.0;1.0;1.0;0.9690902429419205;0.9572241479681076;0.9703315179139879;0.9542614507189827;0.9674072832048736;0.9499209001046816
23;1.0;0.9999999999999998;0.9999999999999999;0.9691884405155239;0.9557881768007249;0.9707574623897166;0.9566718057612192;0.969049482629525;0.9520046305930024
24;1.0;1.0;0.9999999999999999;0.9687891605030341;0.9568806752001697;0.96974877194702;0.95269936776075;0.9665372487652948;0.949388574835396
25;1.0;1.0;1.0;0.9662728748645498;0.9541801446584572;0.9682891493593925;0.9509829788371361;0.9641350076841759;0.9445281117717598
26;1.0;0.9999999999999998;0.9999999999999999;0.9641380656792243;0.9503488128699137;0.9660415489861226;0.9481206140634321;0.9630477065280727;0.9425130560510959
27;1.0;1.0000000000000002;0.9999999999999999;0.9681017599337864;0.9573986178742246;0.9709713068248652;0.9556332750881252;0.9666795825207014;0.9468225222375704
28;1.0;0.9999999999999999;0.9999999999999998;0.9640844872297033;0.9517561378244701;0.9665745361851898;0.9481443590260985;0.9623337102653048;0.9407756566237044
29;1.0;1.0;1.0000000000000002;0.9677972701423717;0.9561165184214577;0.9703069989272566;0.9551811855285087;0.9663547526914605;0.9471293697334513
